,patent_id,Grant-date,Appli-date,CPC,Inventor,Cited,Citing,year,month,month_year,Qt
2515220,6242218,2001-06-05,1999-05-05,C07K 14/535 (20130101)+C12N 15/67 (20130101)+C12N 15/85 (20130101)+C12N 15/907 (20130101)+A61K 48/00 (20130101)+C12N 2830/42 (20130101)+C12N 2840/20 (20130101)+C12N 2840/44 (20130101),3.0,2.0,8.0,1999,5,1999-05,2
2527655,6255113,2001-07-03,1995-02-08,C12N 15/907 (20130101)+C07K 14/82 (20130101)+C07K 14/4712 (20130101)+A61K 38/00 (20130101)+A61K 48/00 (20130101),2.0,3.0,10.0,1995,2,1995-02,1
2528044,6255458,2001-07-03,1998-03-13,A01K 67/0275 (20130101)+A01K 67/0278 (20130101)+C07K 14/7051 (20130101)+C07K 16/00 (20130101)+C07K 16/1232 (20130101)+C07K 16/16 (20130101)+C07K 16/244 (20130101)+C07K 16/2812 (20130101)+C07K 16/3007 (20130101)+C07K 16/4266 (20130101)+C07K 16/4291 (20130101)+C07K 16/44 (20130101)+C07K 16/462 (20130101)+C12N 5/163 (20130101)+C12N 15/00 (20130101)+C12N 15/113 (20130101)+C12N 15/85 (20130101)+C12N 15/8509 (20130101)+C12N 15/87 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101)+A01K 67/0276 (20130101)+C07K 2317/52 (20130101)+A01K 2207/15 (20130101)+A01K 2217/00 (20130101)+A01K 2217/05 (20130101)+A01K 2217/072 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/01 (20130101)+A61K 38/00 (20130101)+C07K 2317/21 (20130101)+C07K 2317/24 (20130101)+C07K 2317/56 (20130101)+C07K 2319/00 (20130101),2.0,1.0,140.0,1998,3,1998-03,1
2545536,6270989,2001-08-07,1995-03-17,A61K 48/00 (20130101)+C07K 14/505 (20130101)+C07K 14/524 (20130101)+C07K 14/565 (20130101)+C07K 14/605 (20130101)+C07K 14/61 (20130101)+C12N 9/16 (20130101)+C12N 15/67 (20130101)+C12N 15/85 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+C12N 2840/44 (20130101)+C07K 2319/00 (20130101)+C07K 2319/02 (20130101)+C12N 2510/02 (20130101)+A61K 38/00 (20130101),4.0,17.0,25.0,1995,3,1995-03,1
2562694,6284541,2001-09-04,2000-06-09,C12N 15/907 (20130101)+C07K 14/71 (20130101),3.0,5.0,2.0,2000,6,2000-06,2
2577616,6300129,2001-10-09,1996-12-02,A01K 67/0276 (20130101)+C07K 14/7051 (20130101)+C07K 16/00 (20130101)+C07K 16/2812 (20130101)+C07K 16/3007 (20130101)+C07K 16/4266 (20130101)+C07K 16/4291 (20130101)+C07K 16/44 (20130101)+C07K 16/462 (20130101)+C12N 5/163 (20130101)+C12N 15/00 (20130101)+C12N 15/113 (20130101)+C12N 15/85 (20130101)+C12N 15/8509 (20130101)+C12N 15/87 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101)+A01K 67/0278 (20130101)+C07K 2317/76 (20130101)+A01K 2207/15 (20130101)+A01K 2217/00 (20130101)+A01K 2217/05 (20130101)+A01K 2217/072 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/01 (20130101)+A01K 2267/025 (20130101)+A61K 38/00 (20130101)+C07K 2317/21 (20130101)+C07K 2317/24 (20130101)+C07K 2317/56 (20130101)+C07K 2319/00 (20130101)+C12N 2800/206 (20130101)+C12N 2800/70 (20130101)+C12N 2830/30 (20130101)+C12N 2830/36 (20130101)+C12N 2830/85 (20130101)+C07K 2317/52 (20130101),2.0,6.0,143.0,1996,12,1996-12,4
2582292,6303379,2001-10-16,1999-07-16,A01K 67/0275 (20130101)+A61K 9/0024 (20130101)+A61K 38/27 (20130101)+A61K 38/28 (20130101)+A61K 47/48776 (20130101)+A61K 48/00 (20130101)+C07K 14/505 (20130101)+C07K 14/605 (20130101)+C07K 14/61 (20130101)+C07K 14/62 (20130101)+C07K 16/26 (20130101)+C12N 15/85 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+C07K 2319/02 (20130101)+C12N 2510/02 (20130101)+C12N 2830/002 (20130101)+C12N 2830/85 (20130101)+C12N 2840/44 (20130101),3.0,19.0,21.0,1999,7,1999-07,3
2596851,6316253,2001-11-13,1999-12-30,A61K 48/00 (20130101)+C12N 9/003 (20130101)+C12N 9/1205 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C12N 2800/40 (20130101)+C12N 2800/107 (20130101),2.0,3.0,15.0,1999,12,1999-12,4
2599101,6319692,2001-11-20,1998-12-22,C12N 15/746 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101),6.0,1.0,2.0,1998,12,1998-12,4
2623351,6340591,2002-01-22,1998-12-14,A61K 9/127 (20130101)+A61K 9/1274 (20130101)+A61K 48/00 (20130101)+A61K 48/0025 (20130101)+C12N 15/86 (20130101)+C12N 15/88 (20130101)+C12N 15/907 (20130101)+C07K 14/005 (20130101)+C12N 2750/14143 (20130101)+C12N 2750/14122 (20130101),3.0,4.0,6.0,1998,12,1998-12,4
2639790,6355241,2002-03-12,1999-10-19,A61K 47/48776 (20130101)+A61K 48/00 (20130101)+C07K 14/505 (20130101)+C07K 14/605 (20130101)+C07K 14/61 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C07K 2319/02 (20130101)+C12N 2840/44 (20130101)+C12N 2510/02 (20130101)+C12N 2800/108 (20130101)+C12N 2830/002 (20130101)+C12N 2830/85 (20130101)+C12N 2840/20 (20130101),3.0,18.0,4.0,1999,10,1999-10,4
2665336,6379943,2002-04-30,1999-03-05,C12N 7/00 (20130101)+C12N 15/86 (20130101)+C12N 15/907 (20130101)+C12N 2800/30 (20130101)+C12N 2710/10343 (20130101)+C12N 2710/10351 (20130101),3.0,6.0,13.0,1999,3,1999-03,1
2702896,6413777,2002-07-02,1999-06-30,C07K 14/70521 (20130101)+C07K 16/2851 (20130101)+C07K 16/2896 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C07K 2319/02 (20130101)+C12N 2840/44 (20130101)+C12N 2800/108 (20130101)+C12N 2830/42 (20130101)+C12N 2840/20 (20130101),3.0,,25.0,1999,6,1999-06,2
2745915,6451539,2002-09-17,2000-12-22,A61K 48/00 (20130101)+C12N 9/003 (20130101)+C12N 9/1205 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C12N 2800/40 (20130101)+C12N 2800/107 (20130101),2.0,3.0,,2000,12,2000-12,4
2759830,6465254,2002-10-15,2000-07-07,C12N 15/86 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+A01K 2217/075 (20130101)+A61K 48/00 (20130101)+C12N 2710/10343 (20130101)+C12N 2800/30 (20130101),2.0,2.0,14.0,2000,7,2000-07,3
2796760,6498036,2002-12-24,2001-01-31,C12N 15/902 (20130101)+C12N 15/907 (20130101),1.0,1.0,,2001,1,2001-01,1
2801531,6504081,2003-01-07,1998-06-08,A01K 67/0276 (20130101)+C12N 15/907 (20130101)+C12N 15/8509 (20130101)+C12N 15/90 (20130101)+A01K 2217/05 (20130101)+A01K 2217/072 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/0306 (20130101)+A01K 2267/0362 (20130101)+A01K 2267/03 (20130101),2.0,12.0,3.0,1998,6,1998-06,2
2828783,6528313,2003-03-04,1994-09-06,A01K 67/0275 (20130101)+C07K 14/47 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+A01K 2217/05 (20130101)+A01K 2227/105 (20130101)+A61K 38/00 (20130101)+A61K 48/00 (20130101)+C12N 2830/85 (20130101)+C12N 2800/108 (20130101)+C12N 2800/30 (20130101)+C12N 2830/00 (20130101),2.0,9.0,50.0,1994,9,1994-09,3
2828787,6528314,2003-03-04,1995-06-06,A01K 67/0275 (20130101)+C07K 14/47 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+A01K 2217/05 (20130101)+A01K 2227/105 (20130101)+A61K 38/00 (20130101)+A61K 48/00 (20130101)+C12N 2830/85 (20130101)+C12N 2800/108 (20130101)+C12N 2800/30 (20130101)+C12N 2830/00 (20130101),2.0,5.0,37.0,1995,6,1995-06,2
2832972,6531124,2003-03-11,1999-08-16,A61K 48/00 (20130101)+C07K 14/505 (20130101)+C07K 14/605 (20130101)+C07K 14/61 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C07K 2319/02 (20130101)+C12N 2840/44 (20130101)+C12N 2510/02 (20130101)+C12N 2800/108 (20130101)+C12N 2830/002 (20130101)+C12N 2830/85 (20130101),3.0,26.0,1.0,1999,8,1999-08,3
2851122,6548736,2003-04-15,1999-03-08,A01K 67/0276 (20130101)+C12N 15/907 (20130101)+C12N 15/8509 (20130101)+C12N 15/90 (20130101)+A01K 2217/05 (20130101)+A01K 2217/072 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/0306 (20130101)+A01K 2267/0362 (20130101)+A01K 2267/03 (20130101),3.0,6.0,,1999,3,1999-03,1
2870635,6565844,2003-05-20,1999-05-14,A61K 48/00 (20130101)+A61K 48/0066 (20130101)+C07K 14/505 (20130101)+C07K 14/605 (20130101)+C07K 14/61 (20130101)+C12N 15/67 (20130101)+C12N 15/85 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+C12N 2840/44 (20130101)+A61K 38/00 (20130101)+C07K 2319/00 (20130101)+C07K 2319/02 (20130101)+C12N 2510/02 (20130101)+C12N 2800/108 (20130101)+C12N 2830/00 (20130101)+C12N 2830/002 (20130101)+C12N 2830/42 (20130101)+C12N 2830/55 (20130101)+C12N 2830/702 (20130101)+C12N 2830/85 (20130101)+C12N 2840/20 (20130101)+A61K 35/12 (20130101),3.0,22.0,5.0,1999,5,1999-05,2
2874240,6570061,2003-05-27,1995-02-23,A01K 67/0275 (20130101)+C12N 15/907 (20130101)+C07K 16/00 (20130101)+A01K 2217/05 (20130101)+A61K 38/00 (20130101),2.0,2.0,24.0,1995,2,1995-02,1
2874960,6569681,2003-05-27,2000-03-14,C07K 14/4712 (20130101)+C12N 15/907 (20130101)+C12N 15/63 (20130101),1.0,7.0,8.0,2000,3,2000-03,1
2883039,6576443,2003-06-10,2000-12-11,C07K 14/505 (20130101)+C12N 15/85 (20130101)+C12N 15/86 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+A61K 48/00 (20130101)+C12N 2840/203 (20130101)+C12N 2800/30 (20130101)+C12N 2830/008 (20130101)+C12N 2830/42 (20130101)+C12N 2830/85 (20130101)+C12N 2840/20 (20130101)+C12N 2770/36143 (20130101),2.0,25.0,6.0,2000,12,2000-12,4
2888817,6583336,2003-06-24,1998-04-28,C12N 15/8206 (20130101)+C12N 15/907 (20130101)+C12N 15/8213 (20130101),4.0,,2.0,1998,4,1998-04,2
2893801,6586251,2003-07-01,2000-12-07,A01K 67/0275 (20130101)+C12N 15/907 (20130101)+A01K 2227/105 (20130101)+A01K 2217/05 (20130101),4.0,2.0,79.0,2000,12,2000-12,4
2905186,6596541,2003-07-22,2001-02-16,A01K 67/0275 (20130101)+A01K 67/0278 (20130101)+C07K 16/00 (20130101)+C12N 15/902 (20130101)+C12N 15/907 (20130101)+C12N 15/67 (20130101)+C07K 16/462 (20130101)+C12N 15/85 (20130101)+C12P 21/00 (20130101)+C12N 15/8509 (20130101)+C07K 16/28 (20130101)+A01K 2227/105 (20130101)+C07K 2317/56 (20130101)+C12N 2800/204 (20130101)+A01K 2217/05 (20130101),2.0,3.0,159.0,2001,2,2001-02,1
2944018,6632672,2003-10-14,1999-08-19,A61K 48/00 (20130101)+C12N 15/8213 (20130101)+C12N 15/86 (20130101)+C12N 15/907 (20130101)+C12N 2840/20 (20130101)+C12N 2795/00043 (20130101)+C12N 2800/108 (20130101)+C12N 2800/30 (20130101),1.0,7.0,93.0,1999,8,1999-08,3
2949934,6638768,2003-10-28,1995-06-06,A01K 67/0275 (20130101)+C07K 14/47 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+A01K 2217/05 (20130101)+A01K 2227/105 (20130101)+A61K 38/00 (20130101)+A61K 48/00 (20130101)+C12N 2830/85 (20130101)+C12N 2800/108 (20130101)+C12N 2800/30 (20130101)+C12N 2830/00 (20130101),2.0,5.0,27.0,1995,6,1995-06,2
2984997,6670178,2003-12-30,2000-04-19,A61K 48/00 (20130101)+C07K 14/505 (20130101)+C07K 14/605 (20130101)+C07K 14/61 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C07K 2319/02 (20130101)+C12N 2840/44 (20130101)+C12N 2510/02 (20130101)+C12N 2800/108 (20130101)+C12N 2830/002 (20130101)+C12N 2830/85 (20130101),3.0,26.0,67.0,2000,4,2000-04,2
2988469,6673573,2004-01-06,1998-04-21,C07K 14/52 (20130101)+C12N 15/907 (20130101)+C07K 2317/21 (20130101)+C07K 2319/30 (20130101)+C07K 2319/00 (20130101),1.0,1.0,,1998,4,1998-04,2
3006937,6689610,2004-02-10,2000-11-28,C07K 14/47 (20130101)+C07K 14/50 (20130101)+C07K 14/755 (20130101)+C12N 9/1077 (20130101)+C12N 15/8209 (20130101)+C12N 15/8213 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+A61K 48/00 (20130101),2.0,17.0,12.0,2000,11,2000-11,4
3010308,6692737,2004-02-17,2000-04-13,A61K 47/48776 (20130101)+A61K 48/00 (20130101)+C07K 14/505 (20130101)+C07K 14/605 (20130101)+C07K 14/61 (20130101)+C12N 15/85 (20130101)+C12N 15/907 (20130101)+C07K 2319/02 (20130101)+C12N 2510/02 (20130101)+C12N 2800/108 (20130101)+C12N 2830/002 (20130101)+C12N 2830/85 (20130101)+C12N 2840/44 (20130101),3.0,23.0,,2000,4,2000-04,2
3064947,6743622,2004-06-01,1996-11-07,C07K 16/00 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C12N 2840/20 (20130101),2.0,2.0,1.0,1996,11,1996-11,4
3072157,6750041,2004-06-15,1997-11-14,C07K 16/00 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C12N 2840/20 (20130101),2.0,2.0,,1997,11,1997-11,4
3098671,6774279,2004-08-10,1997-05-30,A01K 67/0275 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101),1.0,6.0,34.0,1997,5,1997-05,2
3106233,6780644,2004-08-24,1998-09-22,A01K 67/0275 (20130101)+C12N 15/87 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+A01K 2217/075 (20130101)+A61K 48/00 (20130101),5.0,3.0,,1998,9,1998-09,3
3110866,6784335,2004-08-31,2001-06-29,A01K 67/0276 (20130101)+C07K 14/475 (20130101)+C07K 14/51 (20130101)+C07K 14/705 (20130101)+C07K 14/70567 (20130101)+C07K 14/70571 (20130101)+C07K 14/70596 (20130101)+C12N 9/6427 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+C12N 2800/30 (20130101)+A01K 2217/075 (20130101)+A01K 2217/20 (20130101)+A01K 2227/105 (20130101)+A01K 2267/03 (20130101)+A01K 2267/0393 (20130101)+A61K 38/00 (20130101)+A01K 2217/072 (20130101),1.0,1.0,,2001,6,2001-06,2
3118545,6791006,2004-09-14,2001-11-30,A01K 67/0276 (20130101)+C12N 9/1205 (20130101)+C12N 15/8509 (20130101)+C12N 15/902 (20130101)+C12N 15/907 (20130101)+A01K 2217/072 (20130101)+A01K 2217/075 (20130101)+A01K 2227/10 (20130101)+A01K 2227/105 (20130101)+A01K 2267/0306 (20130101)+C12N 2830/00 (20130101)+A01K 2267/0393 (20130101)+C12N 2800/30 (20130101)+A01K 2267/0331 (20130101),4.0,,24.0,2001,11,2001-11,4
3144818,6815185,2004-11-09,2001-06-19,C12N 15/907 (20130101)+C12N 15/85 (20130101)+A01K 2217/05 (20130101)+A01K 2217/075 (20130101),2.0,7.0,1.0,2001,6,2001-06,2
3173898,6841383,2005-01-11,2002-04-01,C07K 14/70521 (20130101)+C07K 16/2851 (20130101)+C07K 16/2896 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C07K 2319/02 (20130101)+C12N 2840/44 (20130101)+C12N 2800/108 (20130101)+C12N 2830/42 (20130101)+C12N 2840/20 (20130101),3.0,5.0,10.0,2002,4,2002-04,2
3179072,6846676,2005-01-25,1999-06-08,A61K 47/48776 (20130101)+A61K 48/00 (20130101)+C07K 14/505 (20130101)+C07K 14/605 (20130101)+C07K 14/61 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C07K 2319/02 (20130101)+C12N 2840/44 (20130101)+C12N 2510/02 (20130101)+C12N 2800/108 (20130101)+C12N 2830/002 (20130101)+C12N 2830/85 (20130101)+C12N 2840/20 (20130101),3.0,23.0,2.0,1999,6,1999-06,2
3213701,6878542,2005-04-12,2000-03-30,A01K 67/0275 (20130101)+C07K 14/4702 (20130101)+C07K 14/52 (20130101)+C07K 14/70596 (20130101)+C07K 14/81 (20130101)+C12N 5/0623 (20130101)+C12N 9/12 (20130101)+C12N 15/85 (20130101)+C12N 15/8509 (20130101)+C12N 15/873 (20130101)+C12N 15/907 (20130101)+C12N 2840/44 (20130101)+A01K 2217/072 (20130101)+A01K 2227/105 (20130101)+A01K 2267/02 (20130101)+A61K 38/00 (20130101)+C12N 2506/02 (20130101)+C12N 2510/00 (20130101)+C12N 2830/00 (20130101)+C12N 2830/008 (20130101)+C12N 2830/42 (20130101)+C12N 2830/85 (20130101)+C12N 2840/203 (20130101)+A01K 2217/05 (20130101),2.0,4.0,1.0,2000,3,2000-03,1
3263294,6924146,2005-08-02,1998-10-21,C12N 15/907 (20130101)+A01K 2217/05 (20130101)+A61K 48/00 (20130101),2.0,8.0,1.0,1998,10,1998-10,4
3276632,6936465,2005-08-30,2001-07-30,A01K 67/0275 (20130101)+C07K 14/535 (20130101)+C12N 15/85 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+A01K 2227/30 (20130101)+A61K 39/00 (20130101)+A61K 48/00 (20130101)+C12N 2799/026 (20130101)+C12N 2840/20 (20130101),4.0,,1.0,2001,7,2001-07,3
3284319,6942995,2005-09-13,2002-02-28,C12N 15/907 (20130101)+C12N 15/85 (20130101)+A01K 2217/05 (20130101)+A01K 2217/075 (20130101),2.0,7.0,,2002,2,2002-02,1
3298870,6956146,2005-10-18,2002-02-28,C12N 15/52 (20130101)+C12N 15/85 (20130101)+C12N 15/90 (20130101)+C12N 9/00 (20130101)+C12N 15/907 (20130101)+C12N 2800/30 (20130101)+A61K 38/00 (20130101)+A61K 48/00 (20130101),2.0,,13.0,2002,2,2002-02,1
3352454,7005299,2006-02-28,1999-07-07,A01K 67/0275 (20130101)+C07K 14/4702 (20130101)+C07K 14/52 (20130101)+C12N 15/85 (20130101)+C12N 15/907 (20130101)+C07K 14/81 (20130101)+A01K 2217/05 (20130101)+A01K 2217/072 (20130101)+C12N 2840/44 (20130101)+C12N 2800/60 (20130101)+C12N 2830/42 (20130101)+C12N 2840/203 (20130101),3.0,2.0,,1999,7,1999-07,3
3356437,7008764,2006-03-07,1998-12-01,C07K 14/505 (20130101)+C12N 15/63 (20130101)+C12N 15/65 (20130101)+C12N 15/85 (20130101)+C12Q 1/6897 (20130101)+C12N 15/907 (20130101)+C12N 15/90 (20130101)+C12N 2800/30 (20130101)+C12N 2830/002 (20130101),3.0,5.0,8.0,1998,12,1998-12,4
3389897,7038105,2006-05-02,2002-08-22,A01K 67/0276 (20130101)+C12N 15/8509 (20130101)+C12N 15/907 (20130101)+G01N 33/5088 (20130101)+C07K 14/705 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/03 (20130101)+A01K 2267/0306 (20130101)+A01K 2267/0356 (20130101)+G01N 2800/52 (20130101)+C12N 2840/203 (20130101)+G01N 2333/46 (20130101),2.0,2.0,,2002,8,2002-08,3
3462195,7101541,2006-09-05,2001-05-15,C12N 15/86 (20130101)+C12N 15/907 (20130101)+A61K 38/00 (20130101)+A61K 48/00 (20130101)+C12N 2840/203 (20130101)+C12N 2740/13043 (20130101)+C12N 2830/50 (20130101)+C12N 2840/20 (20130101),2.0,7.0,,2001,5,2001-05,2
3465869,7105348,2006-09-12,2002-02-15,A01K 67/0275 (20130101)+C07K 16/00 (20130101)+C12N 15/907 (20130101)+C12N 15/902 (20130101)+C07K 2317/56 (20130101),2.0,2.0,82.0,2002,2,2002-02,1
3476995,7115413,2006-10-03,1997-03-27,C07K 14/395 (20130101)+C12N 15/907 (20130101)+C12N 15/10 (20130101),2.0,,,1997,3,1997-03,1
3496354,7132290,2006-11-07,2001-07-19,C12N 7/00 (20130101)+C12N 15/86 (20130101)+C12N 15/907 (20130101)+C12N 2800/30 (20130101)+C12N 2710/10343 (20130101)+C12N 2710/10351 (20130101),3.0,,,2001,7,2001-07,3
3571216,7199280,2007-04-03,2001-06-20,C12N 15/907 (20130101)+C12N 15/902 (20130101)+C12N 15/85 (20130101)+A01K 2217/075 (20130101),3.0,1.0,,2001,6,2001-06,2
3580002,7205148,2007-04-17,2004-06-10,A01K 67/0275 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+A61D 19/04 (20130101)+A01K 2217/05 (20130101)+A01K 2217/075 (20130101)+C12N 2830/42 (20130101)+C12N 2840/44 (20130101)+C12N 2800/30 (20130101),4.0,3.0,26.0,2004,6,2004-06,2
3592857,7217571,2007-05-15,1999-09-09,C07K 14/4712 (20130101)+C12N 15/907 (20130101)+A61K 48/00 (20130101),2.0,4.0,2.0,1999,9,1999-09,3
3614675,7235360,2007-06-26,2004-04-06,C07K 14/70521 (20130101)+C07K 16/2851 (20130101)+C07K 16/2896 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C07K 2319/02 (20130101)+C12N 2840/44 (20130101)+C12N 2800/108 (20130101)+C12N 2830/42 (20130101)+C12N 2840/20 (20130101),3.0,7.0,2.0,2004,4,2004-04,2
3639438,7256041,2007-08-14,2005-03-21,A01K 67/0275 (20130101)+C07K 14/4702 (20130101)+C07K 14/52 (20130101)+C07K 14/70596 (20130101)+C07K 14/81 (20130101)+C12N 5/0623 (20130101)+C12N 9/12 (20130101)+C12N 15/85 (20130101)+C12N 15/8509 (20130101)+C12N 15/873 (20130101)+C12N 15/907 (20130101)+C12N 2840/44 (20130101)+A01K 2217/072 (20130101)+A01K 2227/105 (20130101)+A01K 2267/02 (20130101)+A61K 38/00 (20130101)+C12N 2506/02 (20130101)+C12N 2510/00 (20130101)+C12N 2830/00 (20130101)+C12N 2830/008 (20130101)+C12N 2830/42 (20130101)+C12N 2830/85 (20130101)+C12N 2840/203 (20130101)+A01K 2217/05 (20130101),2.0,4.0,,2005,3,2005-03,1
3644681,7262056,2007-08-28,2002-11-08,C12N 15/907 (20130101)+C12N 9/22 (20130101)+C12N 2840/20 (20130101)+C12N 2800/90 (20130101),3.0,5.0,3.0,2002,11,2002-11,4
3660313,7273757,2007-09-25,2005-06-21,A61K 48/005 (20130101)+C12N 15/907 (20130101)+C12N 9/22 (20130101),2.0,,,2005,6,2005-06,2
3669403,7282621,2007-10-16,2003-12-03,A01K 67/0275 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+C12N 2800/30 (20130101)+A01K 2227/105 (20130101)+A01K 2217/072 (20130101),2.0,,,2003,12,2003-12,4
3703544,7312077,2007-12-25,2002-10-02,C07K 14/62 (20130101)+C12N 5/067 (20130101)+C12N 15/907 (20130101)+C12N 15/63 (20130101)+A61K 35/12 (20130101)+A61K 48/00 (20130101)+C12N 2510/04 (20130101)+C12N 2501/70 (20130101)+C12N 2510/00 (20130101),6.0,2.0,,2002,10,2002-10,4
3746826,7348156,2008-03-25,2003-04-03,A01K 67/0276 (20130101)+C12N 15/8509 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101)+A01K 2217/05 (20130101)+A01K 2217/072 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/03 (20130101)+A01K 2267/0306 (20130101)+A01K 2267/0362 (20130101),3.0,6.0,1.0,2003,4,2003-04,2
3762871,7361641,2008-04-22,2003-08-05,A61K 48/00 (20130101)+C12N 15/8213 (20130101)+C12N 15/86 (20130101)+C12N 15/907 (20130101)+C12N 2840/20 (20130101)+C12N 2795/00043 (20130101)+C12N 2800/108 (20130101)+C12N 2800/30 (20130101),1.0,7.0,5.0,2003,8,2003-08,3
3773925,7371568,2008-05-13,1999-08-23,A01K 67/0271 (20130101)+A01K 67/0275 (20130101)+A01K 67/0276 (20130101)+A01K 67/0278 (20130101)+C12N 15/85 (20130101)+C12N 15/8509 (20130101)+C12N 15/873 (20130101)+C12N 15/90 (20130101)+C12N 15/907 (20130101)+A01K 2207/15 (20130101)+A01K 2217/00 (20130101)+A01K 2217/05 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/01 (20130101)+A01K 2267/03 (20130101)+C12N 2800/30 (20130101),6.0,8.0,3.0,1999,8,1999-08,3
3775982,7371577,2008-05-13,2005-07-18,C12N 15/52 (20130101)+C12N 15/85 (20130101)+C12N 15/90 (20130101)+C12N 9/00 (20130101)+C12N 15/907 (20130101)+C12N 2800/30 (20130101)+A61K 38/00 (20130101)+A61K 48/00 (20130101),2.0,,2.0,2005,7,2005-07,3
3820391,7410799,2008-08-12,2004-07-07,A61K 47/48776 (20130101)+A61K 48/00 (20130101)+C07K 14/505 (20130101)+C07K 14/605 (20130101)+C07K 14/61 (20130101)+C12N 15/907 (20130101)+C12N 15/85 (20130101)+C07K 2319/02 (20130101)+C12N 2840/44 (20130101)+C12N 2510/02 (20130101)+C12N 2800/108 (20130101)+C12N 2830/002 (20130101)+C12N 2830/85 (20130101)+C12N 2840/20 (20130101),3.0,24.0,,2004,7,2004-07,3
3863802,7449179,2008-11-11,2001-11-16,C12N 15/8509 (20130101)+C12N 15/907 (20130101)+A01K 2217/075 (20130101)+A01K 2227/105 (20130101)+A01K 2267/03 (20130101)+C12N 2800/30 (20130101)+C12N 2800/60 (20130101)+C12N 2840/20 (20130101)+C12N 2840/203 (20130101)+C12N 2840/44 (20130101),2.0,4.0,,2001,11,2001-11,4
3871932,7456020,2008-11-25,2003-09-11,C12N 15/907 (20130101),3.0,,,2003,9,2003-09,3
3878241,7459600,2008-12-02,2007-08-01,A01K 67/0275 (20130101)+C07K 14/4702 (20130101)+C07K 14/52 (20130101)+C07K 14/70596 (20130101)+C07K 14/81 (20130101)+C12N 5/0623 (20130101)+C12N 9/12 (20130101)+C12N 15/85 (20130101)+C12N 15/8509 (20130101)+C12N 15/873 (20130101)+C12N 15/907 (20130101)+C12N 2840/44 (20130101)+A01K 2217/072 (20130101)+A01K 2227/105 (20130101)+A01K 2267/02 (20130101)+A61K 38/00 (20130101)+C12N 2506/02 (20130101)+C12N 2510/00 (20130101)+C12N 2830/00 (20130101)+C12N 2830/008 (20130101)+C12N 2830/42 (20130101)+C12N 2830/85 (20130101)+C12N 2840/203 (20130101)+A01K 2217/05 (20130101),2.0,4.0,1.0,2007,8,2007-08,3
3879198,7462757,2008-12-09,2002-05-21,C12N 15/907 (20130101)+A01K 2217/075 (20130101)+C12N 2517/02 (20130101),5.0,2.0,,2002,5,2002-05,2
